greV,greQ,greA,cgpa,univName
157.0,161.0,4.5,3.6,University Of Minnesota
159.0,157.0,4.5,3.99,University Of Washington
153.0,166.0,4.5,3.66,Oregon State University
157.0,166.0,5.0,3.93,Northwestern University
163.0,162.0,5.0,3.58,University Of Kentucky
167.0,164.0,5.0,3.84,Northwestern University
130.0,170.2127659574468,3.0,3.85,University Of Colorado Boulder
161.0,166.0,4.0,3.76,University Of Minnesota
168.0,167.0,4.0,3.83,Northwestern University
164.0,162.0,4.0,3.5,UCSD
156.0,159.0,3.5,3.2,University Of South Carolina
159.0,168.0,4.5,3.8,UNC Chapel Hill
130.0,170.2127659574468,4.0,3.1,University Of Arizona
168.0,169.0,4.0,4.0,Ohio State University
169.0,168.0,4.5,3.7,The Ohio State University
169.0,168.0,4.5,3.7,The Ohio State University
167.0,167.0,6.0,3.94,University Of Pennsylvania
170.0,153.0,3.0,3.9,University Of Washington
154.0,157.0,4.0,3.27,Colorado State University
161.0,166.0,4.0,3.76,University Of Washington
153.1914893617021,170.2127659574468,0.0,3.7,"University Of California, Davis"
166.0,168.0,5.0,3.86,University Of Washington
156.0,148.0,3.5,3.7,The Ohio State University
154.0,170.0,4.0,3.8,Johns Hopkins University
158.0,162.0,5.0,3.53,The Ohio State University
166.0,152.0,3.5,3.8,Carnegie Mellon University
168.0,163.0,4.5,3.75,Northwestern University
157.0,164.0,4.5,3.52,University Of Pennsylvania
162.0,157.0,4.5,3.97,UC Davis
165.0,157.0,4.5,3.7,"University Of California, Irvine"
166.0,157.0,4.5,3.95,University Of Kentucky
161.0,159.0,5.5,4.0,UC Berkeley
158.0,167.0,4.5,3.99,University Of Michigan
162.0,167.0,4.0,3.58,Purdue University
161.0,162.0,4.0,3.74,Ohio State University
163.0,166.0,5.0,3.96,University Of Michigan
157.0,163.0,5.0,3.55,University Of Wisconsin - Madison
167.0,156.0,4.5,3.57,University Of Minnesota
156.0,164.0,4.5,3.96,Iowa State University
170.0,160.0,4.5,3.56,"University Of Washington, Seattle"
161.0,170.0,4.5,3.74,University Of Washington
148.0,156.0,3.5,3.7,University Of Michigan
168.08510638297872,148.93617021276594,4.0,3.9,University Of Washington
136.17021276595744,170.2127659574468,4.5,3.89,Boston University
151.0,163.0,4.5,3.75,University Of Michigan
164.0,170.0,5.0,4.0,University Of Pennsylvania
165.0,164.0,4.5,4.0,University Of Pennsylvania
161.0,165.0,4.5,3.62,University Of Minnesota
161.0,169.0,5.0,3.85,North Carolina State University
145.0,166.0,3.0,2.96,University Of Texas At Dallas
161.0,169.0,5.0,3.85,"University Of Michigan, Ann Arbor"
169.0,166.0,5.0,3.4,Boston University
151.0,159.0,4.0,3.81,Colorado State University
130.0,165.95744680851064,4.0,3.2,North Carolina State University
157.0,158.0,3.0,3.81,Boston University
156.0,160.0,4.5,3.9,University Of Texas At Austin
159.0,163.0,4.0,3.6,Northwestern University
164.0,170.0,5.0,4.0,University Of Michigan
169.0,162.0,4.0,3.52,UC Berkeley
158.0,160.0,4.5,4.0,University Of Illinois At Urbana-Champaign
169.0,166.0,6.0,3.67,UC Berkeley
163.0,160.0,5.0,3.6,UCLA
156.0,160.0,4.5,3.9,University Of Notre Dame
158.0,170.0,5.0,3.72,UCLA
159.0,157.0,4.5,3.99,Stanford University
157.0,155.0,3.5,3.7,Purdue University
165.0,158.0,5.5,3.73,University Of Illinois At Urbana-Champaign
130.0,163.82978723404256,5.0,3.91,University Of Minnesota
167.0,163.0,4.5,3.91,Colorado State University
157.0,164.0,3.5,3.5,University Of Illinois At Urbana-Champaign
162.0,167.0,5.0,3.56,University Of Colorado Boulder
169.0,153.0,5.0,3.9,University Of Utah
162.0,167.0,5.5,3.97,University Of Kansas
169.0,165.0,3.5,3.93,University Of Illinois At Urbana-Champaign
157.0,166.0,5.0,3.93,Johns Hopkins University
166.0,162.0,5.0,3.96,UC Berkeley
157.0,161.0,5.0,3.82,"University Of Colorado, Boulder"
155.0,154.0,3.5,2.95,University Of Delaware
152.0,156.0,4.0,3.75,University Of Delaware
170.0,169.0,5.5,3.64,Northwestern University
153.0,168.0,3.0,3.43,Arizona State University
150.0,150.0,4.0,3.44,New York University
170.0,162.0,4.5,3.97,Yale University
162.0,168.0,4.0,3.95,UC Berkeley
159.5744680851064,170.2127659574468,3.0,4.0,Yale University
162.0,161.0,4.0,3.75,University Of Michigan
165.0,162.0,4.5,3.6,Northwestern University
160.0,163.0,5.0,3.92,University Of Michigan
157.0,158.0,4.0,3.68,UC Davis
157.0,158.0,4.0,3.68,Northwestern University
165.0,165.0,5.0,3.98,UC Berkeley
157.0,161.0,3.5,3.65,University Of Illinois At Urbana-Champaign
163.0,160.0,5.0,3.63,Cornell University
155.0,158.0,5.0,3.82,Stony Brook University
167.0,163.0,4.5,3.91,University Of Virginia
157.0,164.0,4.0,3.6,Emory University
134.04255319148936,170.2127659574468,0.0,4.0,Arizona State University
154.0,170.0,4.0,3.8,Cornell University
166.0,167.0,4.0,3.6,University Of Wisconsin-Madison
168.0,169.0,5.5,4.0,University Of Pennsylvania
170.0,165.0,5.0,3.97,Johns Hopkins University
157.0,165.0,5.0,3.6,Johns Hopkins University
160.0,170.0,4.5,3.54,North Carolina State University
156.0,156.0,5.0,3.7,University Of Utah
162.0,164.0,4.0,3.93,University Of Illinois At Urbana-Champaign
165.0,162.0,4.5,3.6,Yale University
165.0,162.0,4.5,3.6,"University Of California, San Diego"
160.0,162.0,5.0,3.84,University Of Chicago
157.0,166.0,5.0,3.93,UC Berkeley
130.0,168.08510638297872,3.0,3.8,"University Of California, Berkeley"
130.0,168.08510638297872,3.0,3.8,"University Of California, Berkeley"
162.0,158.0,4.5,3.78,McGill University
162.0,158.0,4.5,3.78,University Of Delaware
130.0,170.2127659574468,4.5,3.96,Ohio State University
167.0,167.0,4.0,4.0,University Of Michigan
165.0,165.0,5.0,3.98,Stanford University
154.0,163.0,4.0,3.95,Cornell University
165.0,165.0,5.0,3.98,Cornell University
156.0,169.0,4.5,3.2,Purdue University
170.0,167.0,4.5,3.99,UC Berkeley
153.0,165.0,4.5,3.76,UNC Chapel Hill
161.0,159.0,5.5,4.0,Emory University
163.0,162.0,3.5,3.52,UCSD
158.0,170.0,5.0,3.72,Stanford University
156.0,163.0,4.0,3.95,Yale University
161.0,170.0,4.5,3.74,UNC Chapel Hill
154.0,168.0,0.0,3.6,American University
170.2127659574468,138.29787234042553,3.5,3.8,University Of Chicago
166.0,162.0,5.0,3.95,Yale University
158.0,170.0,5.0,3.72,UCSD
156.0,152.0,4.0,3.75,Temple University
155.0,158.0,5.0,3.82,Northwestern University
158.0,162.0,0.0,3.53,Northwestern University
159.0,167.0,4.0,3.75,Michigan State University
130.0,170.2127659574468,0.0,3.7,Northwestern University
162.0,162.0,4.0,3.7,Northwestern University
159.5744680851064,170.2127659574468,3.0,4.0,Northwestern University
167.0,166.0,5.0,4.0,University Of Illinois At Urbana-Champaign
168.0,167.0,4.0,3.83,Cornell University
163.0,156.0,4.5,3.7,University Of Pittsburgh
146.0,160.0,4.0,3.0,University Of Houston
162.0,158.0,4.5,3.77,University Of Wisconsin - Madison
156.0,156.0,5.0,3.71,Colorado State University
155.0,168.0,3.5,3.55,North Carolina State University (NCSU)
130.0,161.70212765957447,5.0,3.3,University Of Maryland
156.0,165.0,4.5,3.4,Columbia University
130.0,170.2127659574468,4.0,3.1,Syracuse University
168.0,161.0,5.5,3.87,Columbia University
151.0,163.0,4.0,3.7,Columbia University
158.0,155.0,5.0,3.8,McGill University
168.0,151.0,3.5,3.83,University Of Pennsylvania
164.0,170.0,0.0,4.0,Columbia University
161.0,170.0,4.5,3.74,University Of Minnesota
134.04255319148936,159.5744680851064,4.5,3.2,New York University
155.0,169.0,3.5,3.52,University Of Pennsylvania
159.0,164.0,4.5,3.96,University Of Pennsylvania (UPenn)
151.0,165.0,3.5,3.61,University Of Pennsylvania
153.0,152.0,4.0,3.7,University Of Central Florida
165.0,165.0,5.5,3.6,Cornell University
157.0,167.0,5.0,3.51,University Of Southern California (USC)
155.0,160.0,4.5,3.2,Georgetown University
167.0,145.0,4.5,3.81,UNC Chapel Hill
163.0,162.0,5.0,3.34,Purdue University
159.5744680851064,170.2127659574468,4.0,3.4,Carnegie Mellon University
164.0,154.0,4.5,3.91,Florida State University
148.0,140.0,0.0,3.7,University Of Central Florida
130.0,165.95744680851064,3.5,3.7,Texas A&M University
155.0,163.0,4.5,3.3,University Of Florida
155.0,163.0,4.5,3.3,University Of Central Florida
154.0,150.0,6.0,3.06,Northwestern University
168.08510638297872,168.08510638297872,4.0,3.24,"University Of California, San Diego"
130.0,130.0,4.0,3.12,American University
130.0,168.08510638297872,4.5,3.55,Columbia University
130.0,159.5744680851064,4.5,3.4,University Of Southern California
161.0,163.0,5.0,3.82,"University Of California, Los Angeles (UCLA)"
152.0,167.0,4.0,3.3,University Of Houston
165.0,140.0,4.0,3.6,University Of Houston
153.1914893617021,130.0,4.5,3.92,University Of Colorado Boulder
153.1914893617021,130.0,4.5,3.93,Michigan State University
161.0,166.0,5.5,3.54,Columbia University
170.2127659574468,130.0,3.5,3.1,Iowa State University
140.4255319148936,155.3191489361702,5.0,3.6,Rutgers University
130.0,148.93617021276594,0.0,3.8,USC
140.4255319148936,170.2127659574468,5.0,3.98,Stanford University
130.0,157.4468085106383,5.0,3.0,Ohio State University
152.0,158.0,5.0,4.0,Johns Hopkins University
130.0,170.2127659574468,3.0,3.8,Columbia University
130.0,163.82978723404256,4.0,2.7,George Mason University
130.0,161.70212765957447,4.0,3.15,Florida State University
159.0,159.0,4.0,3.84,Michigan State University
148.93617021276594,151.06382978723403,4.0,3.76,Georgetown University
160.0,158.0,5.5,3.6,Yale University
130.0,170.2127659574468,4.0,3.88,Harvard University
130.0,157.4468085106383,2.5,3.4,George Mason University
160.0,169.0,4.5,4.0,University Of Southern California (USC)
130.0,168.08510638297872,4.0,3.84,University Of Delaware
160.0,158.0,0.0,4.0,"University Of California, Irvine"
170.2127659574468,130.0,3.5,3.51,University Of Oxford
140.4255319148936,170.2127659574468,4.0,3.3,University Of Southern California (USC)
156.0,166.0,5.0,3.14,University Of Pennsylvania (UPenn)
156.0,166.0,5.0,3.14,University Of Pennsylvania (UPenn)
152.0,161.0,4.0,3.41,University Of Pennsylvania
147.0,164.0,3.5,3.45,Northeastern University
165.0,154.0,5.5,3.5,University Of Minnesota
149.0,157.0,3.0,3.9,Florida State University
151.0,159.0,3.5,2.9,Northeastern University
130.0,130.0,3.5,2.72,University Of Georgia
130.0,130.0,3.5,2.72,University Of Oregon
164.0,159.0,3.5,3.8,University Of Pennsylvania
156.0,156.0,4.5,3.61,George Washington University
136.17021276595744,165.95744680851064,4.0,3.02,University Of Illinois At Urbana-Champaign
153.0,165.0,4.5,3.5,University Of Maryland College Park
164.0,141.0,3.5,3.67,"University Of California, Irvine"
139.0,166.0,3.0,3.91,Oregon State University
164.0,157.0,4.5,3.3,University Of Georgia
142.5531914893617,130.0,4.0,3.23,"University Of California, Irvine"
140.4255319148936,170.2127659574468,4.0,3.3,University Of Florida
156.0,160.0,5.0,3.61,Cornell University
159.0,162.0,0.0,3.25,University Of Southern California
130.0,148.93617021276594,0.0,3.97,University Of Southern California
130.0,140.4255319148936,6.0,2.68,Georgia State University
130.0,130.0,4.0,3.56,University Of South Florida
130.0,140.4255319148936,3.0,3.68,University Of Houston
156.0,156.0,4.5,3.65,American University
161.0,169.0,5.0,3.33,University Of Toronto
144.68085106382978,168.08510638297872,2.0,3.0,University Of Florida
130.0,138.29787234042553,5.0,3.74,University Of Washington
155.0,159.0,3.5,3.34,University Of Southern California
155.0,160.0,4.0,3.6,UCLA
148.0,148.0,4.0,3.46,Michigan State University
151.06382978723403,163.82978723404256,4.0,3.8,UC Berkeley
159.0,166.0,4.5,3.6,Purdue University
164.0,153.0,4.0,3.63,Columbia University
130.0,170.2127659574468,4.5,3.98,UCSD
140.0,167.0,3.0,2.93,University Of Pittsburgh
130.0,155.3191489361702,4.0,3.0,Rutgers University
164.0,156.0,4.0,3.42,Florida State University
155.0,153.0,3.5,4.04,Northeastern University
164.0,156.0,5.5,3.65,American University
140.4255319148936,168.08510638297872,4.5,3.73,UT Austin
161.70212765957447,170.2127659574468,3.5,3.95,"University Of Michigan, Ann Arbor"
169.0,160.0,4.5,3.9,University Of Central Florida
166.0,164.0,4.0,3.7,Northeastern University
166.0,142.0,4.0,4.0,Clemson University
165.0,155.0,5.0,3.4,Rutgers University
130.0,170.2127659574468,3.5,3.99,University Of Connecticut
130.0,130.0,4.0,3.8,University Of Central Florida
150.0,150.0,4.0,3.58,University Of Texas At Dallas
156.0,165.0,3.5,3.7,University Of Southern California
156.0,165.0,3.5,3.7,Washington University in St. Louis (WashU/WUSTL)
130.0,170.2127659574468,0.0,3.57,USC
150.0,159.0,0.0,3.4,University Of Houston
145.0,168.0,3.0,3.54,Clemson University
161.70212765957447,144.68085106382978,6.0,3.8,University Of Pennsylvania
170.0,150.0,3.5,3.22,University Of Connecticut
130.0,163.82978723404256,5.0,3.65,"University Of California, San Diego (UCSD)"
148.93617021276594,170.2127659574468,4.5,3.5,Texas A&M University
170.2127659574468,134.04255319148936,3.0,3.81,Colorado State University
161.0,154.0,4.5,3.49,New York University
159.0,155.0,0.0,2.8,Rutgers University
148.0,168.0,3.0,3.5,Oregon State University
130.0,170.2127659574468,3.0,3.7,Iowa State University
138.29787234042553,163.82978723404256,3.0,3.0,Georgia State University
164.0,155.0,4.5,3.79,Northwestern University
163.0,164.0,5.0,3.73,Carnegie Mellon University
151.0,163.0,3.0,3.9,University Of Michigan
134.04255319148936,163.82978723404256,4.0,2.9,University Of Cincinnati
170.2127659574468,134.04255319148936,3.0,3.81,University Of Minnesota
155.0,153.0,3.5,3.04,Carnegie Mellon University
151.06382978723403,130.0,4.0,3.8,University Of Central Florida
160.0,152.0,4.5,3.5,Temple University
149.0,153.0,4.0,3.2,Ohio State University
146.0,164.0,4.0,3.4,Wayne State University
155.0,149.0,0.0,3.32,University Of Southern California
163.82978723404256,146.80851063829786,3.5,3.89,Stanford University
170.2127659574468,130.0,3.0,3.8,Northeastern University
134.04255319148936,168.08510638297872,3.0,3.64,Texas A&M University
170.2127659574468,130.0,3.5,3.51,University Of Florida
130.0,170.2127659574468,4.5,3.51,University Of Florida
130.0,170.2127659574468,3.5,3.7,Cornell University
141.0,159.0,3.0,3.91,University Of Texas At Dallas
155.0,150.0,6.0,3.5,University Of Houston
130.0,159.5744680851064,3.5,3.14,"University Of Maryland, College Park"
138.29787234042553,146.80851063829786,6.0,3.85,University Of Virginia
157.4468085106383,148.93617021276594,5.0,3.52,University Of Washington
164.0,140.0,5.0,3.95,Columbia University
130.0,159.5744680851064,4.5,2.7,University Of Central Florida
151.06382978723403,168.08510638297872,4.5,3.59,University Of Pennsylvania
130.0,155.3191489361702,4.5,3.26,Texas A&M University
163.82978723404256,148.93617021276594,5.5,3.85,University Of Texas At Austin
142.0,170.0,3.5,3.3,Texas A&M University
142.0,170.0,3.5,3.3,Columbia University
142.0,170.0,3.5,3.3,Cornell University
130.0,151.06382978723403,5.0,3.6,Georgetown University
154.0,163.0,4.5,3.57,University Of Michigan
154.0,163.0,4.5,3.57,Carnegie Mellon University
156.0,165.0,3.5,3.9,"University Of Washington, Seattle"
144.68085106382978,170.2127659574468,4.5,4.0,University Of Southern California
164.0,151.0,6.0,3.55,University Of Colorado Boulder
147.0,161.0,3.5,3.7,"University Of Michigan, Ann Arbor"
153.1914893617021,170.2127659574468,5.0,3.5,Temple University
149.0,161.0,4.0,4.0,Wayne State University
138.29787234042553,170.2127659574468,4.5,3.88,Colorado State University
138.29787234042553,170.2127659574468,4.5,3.88,North Carolina State University
130.0,163.82978723404256,3.5,4.0,UCLA
138.29787234042553,170.2127659574468,4.5,3.88,University Of Texas At Austin
153.0,166.0,3.5,8.2,University Of Houston
157.0,166.0,4.0,3.96,University Of Toronto
130.0,170.2127659574468,3.5,3.13,University Of Southern California
162.0,165.0,4.5,3.6,UCLA
146.80851063829786,168.08510638297872,4.0,3.53,Texas A&M University
130.0,170.2127659574468,4.5,3.4,Northwestern University
155.0,163.0,4.0,3.18,University Of Southern California
153.1914893617021,170.2127659574468,5.5,3.95,University Of Michigan
155.0,157.0,4.0,3.41,Michigan State University
144.0,157.0,3.0,3.26,North Carolina State University (NCSU)
150.0,161.0,3.5,3.6,Tufts University
151.0,165.0,4.5,3.92,UIUC
130.0,157.4468085106383,4.5,3.19,Syracuse University
151.06382978723403,170.2127659574468,5.5,3.3,Yale University
130.0,165.95744680851064,5.0,4.0,Indiana University Bloomington
130.0,170.2127659574468,3.0,3.76,Stanford University
138.29787234042553,165.95744680851064,3.0,3.9,Washington University in St. Louis (WashU/WUSTL)
130.0,161.70212765957447,3.0,3.63,University Of Connecticut
130.0,161.70212765957447,3.0,3.63,University Of Kansas
153.0,153.0,4.0,2.97,George Mason University
148.0,169.0,3.5,3.0,University Of Florida
130.0,140.4255319148936,4.5,3.5,University Of Washington
161.0,158.0,4.5,3.7,University Of Texas At Austin
131.91489361702128,170.2127659574468,3.5,3.38,Purdue University
131.91489361702128,170.2127659574468,5.5,3.52,Columbia University
140.4255319148936,155.3191489361702,3.5,3.83,UIUC
157.0,164.0,4.0,2.7,University Of Maryland
162.0,160.0,5.0,3.3,Duke University
136.17021276595744,161.70212765957447,5.0,3.16,UC Irvine
144.0,161.0,3.0,3.53,New York University (NYU)
130.0,153.1914893617021,4.5,3.7,Arizona State University
142.0,159.0,4.5,2.9,"University Of Maryland, College Park"
130.0,130.0,4.0,3.56,Wayne State University
136.17021276595744,170.2127659574468,3.5,4.0,UCSD
154.0,155.0,4.0,3.9,Ohio State University
158.0,167.0,3.5,3.0,University Of Maryland
146.80851063829786,163.82978723404256,3.5,3.89,Duke University
161.0,166.0,4.5,3.74,Clemson University
165.0,166.0,3.0,3.64,Columbia University
168.0,157.0,4.0,3.73,Columbia University
162.0,168.0,4.5,3.94,Purdue University
157.4468085106383,159.5744680851064,5.5,3.56,University Of Chicago
149.0,170.0,3.5,3.7,Texas A&M University
140.4255319148936,170.2127659574468,3.0,3.81,New York University (NYU)
130.0,168.08510638297872,5.0,3.94,Vanderbilt University
130.0,170.2127659574468,2.5,3.65,University Of Connecticut
159.0,163.0,3.5,3.3,New York University
157.0,161.0,5.0,3.61,Stanford University
148.93617021276594,170.2127659574468,3.5,3.89,University Of Florida
130.0,170.2127659574468,3.5,3.0,University Of Connecticut
130.0,130.0,4.5,3.5,University Of Florida
134.04255319148936,146.80851063829786,5.5,3.24,Duke University
146.80851063829786,168.08510638297872,4.0,3.53,UIUC
130.0,170.2127659574468,3.0,3.6,Cornell University
130.0,170.2127659574468,3.0,3.54,"University Of Michigan, Ann Arbor"
130.0,157.4468085106383,4.5,3.34,Duke University
159.0,158.0,4.5,3.73,George Mason University
142.5531914893617,170.2127659574468,4.0,3.97,University Of Toronto
155.0,168.0,5.5,3.83,Cornell University
130.0,170.2127659574468,4.5,3.8,Boston University
130.0,168.08510638297872,4.0,3.69,George Washington University
155.0,168.0,5.5,3.83,The Ohio State University
130.0,140.4255319148936,4.5,3.35,Northeastern University
130.0,170.2127659574468,3.0,3.86,University Of Michigan
161.0,161.0,4.0,3.7,American University
142.5531914893617,170.2127659574468,3.0,3.78,New York University
131.91489361702128,165.95744680851064,4.0,3.15,The Ohio State University
144.0,166.0,3.5,3.59,University Of Southern California (USC)
144.0,166.0,3.5,3.59,George Washington University
160.0,158.0,5.5,3.66,University Of Cincinnati
146.80851063829786,155.3191489361702,5.5,3.5,Temple University
162.0,160.0,5.0,3.3,Boston University
130.0,170.2127659574468,3.5,3.9,UIUC
167.0,150.0,3.5,3.9,"University Of California, San Diego"
163.0,156.0,5.0,3.5,New York University (NYU)
130.0,170.2127659574468,4.0,3.89,University Of Colorado Boulder
130.0,170.2127659574468,3.5,3.67,Arizona State University
130.0,170.2127659574468,3.0,3.46,New York University
142.5531914893617,157.4468085106383,3.0,3.92,Michigan State University
